type,stem,answer,explanation,difficulty,option_A,option_B,option_C,option_D,option_E
multiple,"阿里云的负载均衡 SLB 提供对多台云服务器 ECS 实例进行流量分发的服务,可以通 过流量分发 扩展应用系统对外的服务能力，通过消除单点故障提升应用系统的可用性。以 下说法中正确的有()。","A,C","在通过负载均衡 SLB 实例对外提供服务前，只需要确保 SLB 后端有一台 ECS 应用 正常运行;SLB 未结合弹性伸缩一起使用，后端 ECS 实例宕机 SLB 会将其隔离(不再给其分 发请求),直到该 ECS 健 康检查恢复正常后，还会从隔离区移出，继续分发请求",1,"有公网 IP 的负载均衡 SLB 实例删除后重建会分配一个新的公网 IP,原有公网 IP 不可恢 复",在通过负载均衡 SLB 到对外提供服务前，要确保已经完成并正确配置了所有负载均衡 SLB 实例 后端云服务器 ECS 实例上的应用服务,"负载均衡 SLB 实例配置了健康检查，若一部分后端 ECS 实例宕机且仍有能正常提供对外 服务的 ECS 实例,应用系统仍旧可以继续工作","负载均衡 SLB 实例提供后端云服务器 ECS 实例间的数据自动同步功能，采用的是 rsync 的远程同 步技术负载均衡 SLB 实例配置了健康检查，若一部分后端 ECS 实例宕机,负载均 衡将移除该部分 ECS 实例",
multiple,"某公司使用负载均衡服务 SLB 和云服务器 ECS 部署 Web 业务应用网站，并且为了保 证业务系 统的安全性，该公司的云上架构搭配使用了云安全中心(安骑士)和 DDoS 高防 IP 产品。业务架构搭建 完毕后，用户访问时出现以下情况:Web 应用报 502 错误(Bad Gateway),#致该错误的原因可能是()。","A,C,D","选项 B 是 ECS 防火墙，而不是 SLB, E 选项明显错误。可参考： https://help.aliyun.com/document_detail/55207.html",1,源站配置了高防，但是没有在高防中配置七层转发规则,SLB 防火墙(iptables)规则配置错误，不能正常接收请求,在业务层面存在通过 SLB 实例 IP 地址访问 SLB 实例的情况,Web 应用处理 HTTP 请求的时间超过了负载均衡的超时时间,"ECS 安装了安骑士插件,但是没有在安骑士中放通相应端口"
multiple,弹性伸缩服务使用伸缩配置创建 ECS 实例时的通用模板，但是，这种方式还不够高效 灵活， 无法满足企业应用场景中的某些复杂业务需求，企业需要对新创建的实例进行更多的 自定义设置，弹 性伸缩服务的()功能可以满足这种业务场景。,"C,D","为了提供更加高效灵活的伸缩服务，弹性伸缩配置中新增了实例自定义数据。您可 以利用实例 自定义数据自动完成 ECS 实例配置,从而安全快速地实现应用级别的扩容和缩 容。您可以使用伸缩配 置或实例启动模板定义创建 ECS 实例时的通用模板，但是，面对复杂 的业务情况，您可能希望在启 用 ECS 实例前进行更多自定义操作，这时就需要使用生命周期 挂钩。",1,冷却时间,定时任务,生命周期挂钩,实例自定义数据,
multiple,"配置负载均衡 SLB 之后,访问网站出现“500 Internal Server Error”","A,D","PHP 知识超过 request    _termi nate_ t imeout 时间返回 502,超过 festcgi_ read_ timeout 返回 504",1,如果已有的 PHP 请求处理较慢，新的 PHP 请求处于等待状态，直至超过 Nginx 的 fastcgireadtimeout 值。对会出现 504 状志码,如果已有的 PHP 请求处理较慢，新的 PHP 请求处于等待状志，直至超过 Nginx 的 fastcgireadtimeout 值。剩会出现 500 状态码,如果已有的 PHP 请求被处理完成，新请求被继续处理，则会出现 504 状志码,如果已有的 PHP 请求处理较慢，新的 PHP 请求处于等待状态，直望超过 Nginx 的 requestterminatetmeout 值到会出现 502 状态码,
multiple,阿里云 OSS 原生处理服务包括图片处理和视频截帧，其中图片处理包括图片的缩略、 剪裁、 参数调节等。关于图片处理限制说法正确的是()。,"B,D","图片格式只能是:JPG、PNG, BMP、GIF、WebP、TIFF。其中 GIF 格式的 图片支持指定宽高缩 放，不支持等比缩放(等比缩放情况下，动态图会变成静态图)。调用 resize,默认是不允许放大。即如 果请求的图片比原.图大，那么返回的仍然是原图。对于缩 略图:对缩放后的图片大小有限制，目标缩 略图宽与高的乘积不能超过 4096px4096px,且单 边长度不能超过 4096pxo",1,不支持 gif 图片格式,调用 resize 默认不允许放大,对缩略后图片大小无限制,支持 bmp、webp 图片格式,
multiple,"使用工具管理 OSS 资源时,OSS 提供图形化工具、命令行工具、()、()等()方便管理 OSS 资源。","C,D",OSS 提供图形化工具、命令行工具、文件挂载工具、FTP 工具等方便您管理 0SS 资源,1,文件整理工具,存健空间提醒工具,文件挂载工具,FTP 工具,
multiple,"成功创建或成功导入自定义镜像后,镜像的状态为可用。如果某用户需要华北 2 的镜 像在华为 3 可用。需要进行操作，如果需要给其他账号使用需要进行()操作。","A,B",,1,复制镜像,共享镜像,重做镜像,自定义镜像,
multiple,"客户在处理 OSS 中存储的图片时,可以对 OSS 中存储的图片执行不同的操作,例如格 式转换、 缩放、水印和样式封装等。","B,C",OSS 可以对图片格式转换、缩放、剪裁、旋转、水印、样式封装等操作,1,任何格式的阳片质转换,裁剪,旋转,更改图片颜色,
multiple,某公司将其核心业务一一电商网站部署在阿里云上，使用多可用区类型的负载均衡 SLB 做流量 分发。由于负载均衡的主备可用区是可用区级别的容灾。只有当主可用区整 体不可用时，负载均衡才 会切换到备可用区。当网络攻击或配置错误等情况导致负载均衡 实例不可用时下由于未出现可用区级 故障，不会触发负载均衡实例的可用区切换。在此场 景下，若该公司要提高负载均衡服务的可用性， 建议釆取的措施是(),"B,C",如果您对可用性的要求特别高，负载均衡实例自身的可用性保障机制可能无法满足 您的需求。 例如当网络攻击或配置错误等情况导致负载均衡实例不可用时，由于未出现可 用区级故障，不会触发 负载均衡实例的可用区切换。此时，您可以创建多个 SLB 实例，通过 云解析 DNS 对访问进行调度， 或通过全球负载均衡解决方案实现跨地域容灾备份。,1,"将多可用区负载均衡实例改为单可用区实例,发生故障时可切换到同一可用区中的备实 例",创建多个 SLB 实例，通过云解析 DNS 对访问进行调度,"创建多个 SLB 实例,通过全球负载均衡解决方案实现跨地域容灾备份","使用云服务器 ECS_上部署 LVS 集群，当 SLB 实例出现故障时,切换到 LVS 集群",
multiple,CDN 的 URL 预热功能是指将 URL 提前上传到 CDN 的 L2 节点上，再次访问时无需 从源站获 取资源，虽然预热没有直接提升 L1 的命中率，但是提升了 CDN 的真实命中率。 下列场景中 CDN 缓存命中率均较低，用户可以通过预热 URL 提升命中率的场景包括,"A,B","您可以在业务高峰前预热热门资源，也可以预热流量较低的加速域名，再次访问该资 源时,直 接从 CDN 节点获取，从而提升 CDN 的缓存命中率。",1,因加速域名流量较低导致从 CDN 缓存节点提前清除,"业务高峰期，源站访问压力大,静态资源访问效率低","静态资源未返回响应头 Etag,缓存失败",URL 请求带有可变参数导致资源重新回源,
multiple,EIP 是可以独立购买和持有的公网 IP 地址资源，支持绑定到 SLB 实例上。关于绑定 EIP 的负载 均衡实例必须满足的条件包括说法正确的是,"A,C",选择要绑定的负载均衡 SLB 实例。要绑定的负载均衡 SLB 实例必须满足以下条 件:SLB 实例 的网络类型必须是专有网络。SLB 实例的地域必须和 EIP 的地域相同。一个 SLB 例仅支持绑定一个 EIP,1,必须为专有网络,必须为经典网络,只能绑定一个 EIP,必须和 EIP 处于同一套可用区,
multiple,"某云上用户使用 ECS 服务器承载其业务应用,对象存储服务 OSS 作为业务应用的文 件存储。因 业务需要，用户需要将 OSS 服务的某个存储空间(Bucket)配置为云存储网关，作 为文件系统通过 NFS 协议挂载至 ECS 实例。配置完成后，存储空间 Bucket 可作为()或挂 载至 ECS 实例中使用。","B,C",对象存储 OSS 支持为存储空间(Bucket)配置云存储网关，配置完成后，存储空间可作 为文件系 统或存储卷挂载至 ECS 实例中使用,1,数据库系统,文件系统,存储卷,归档存储,
multiple,SLB 实例后端 ECS 实例权重设置为零对健康检査有 0 影响。,"A,B","ECS 权重设置为零，相当于 ECS 手动下线,负载均衡不会转发请求到该 ECS,相当于 将实例移 除负载均衡，健康检查显示异常",1,负载均衡不会再将流转发给该 ECS 实例，且四层监听的后端服务器健康检査会显示异 常,相当于将该 ECS 实例移出负载均衡,"没有影响,只是分配的流量减少",有影响，后端 ECS 会直接释放掉,
multiple,开启 OSS 的存储空间(Bucket)版本控制特性后，针对数据的覆盖和删除操作将会以历 史版本的 形式保存下来，以吓关于该特性的描述中，正确的有(),"A,D",,1,Bucket 开启版本控制后，被覆盖或删除的文件都会成为历史版本被保存下来,"开启 Bucket 版本控制后,如存储费用提升过快，可返回到非版本化状态",Bucket 开启版本控制，可与设置合规保留策略搭配使用,开启 Bucket 版本控制后，无法返回到非版本化状态,
multiple,"每个 OSS 的用户都会用到上传服务。Web 端常见的上传方法是用户在浏览器或 APP 端上传文件 到应用服务器,应用服务器再把文件上传到 OSS。但是这种方法，网络传输时 间比直传到 OSS 多一倍， 上传慢,需要多台应用服务器费用高，扩展性也很差。我们可以使 用()解决方案直接通过 Web 前端技 术上传文件到 OSS。","A,D,E","利用 OSS Browser, js SDK 将 文件_上传到 OSS 该方案通过 OSS Browser, js SDK 直 传数据到 OSS,详细的 SDK Demo 请参见上传文件。在网络条件不好的状况下可以通过断 点续传的方式上传大 文件。该方案在个别浏览器—上有兼容性问题，目前兼容 010 及以上版 本浏览器，主流版本的 Edge、 Chrome> Firefox、Safari 浏览器，以及大部分的 Android、 iOS、WnaowsPhone 手机—上的浏览器。更 多信息请参见安裝 Browser, js SDKo 使用表单 上传方式,将文件.上传到 0SS 利用 OSS 提供的 PostObject 接口,使用表单上传方式将文件. 上传 OSS 该方案兼容大部分浏览器，但在网络状况不好的 时候，如果单个文件.上传失败，只 能重试上传。操作方法请参见 PostObject 上传方案。通过小程序 上 传文件到 OSS 通过小 程序，如微信小程序和支付宝小程序，利用 OSS 提供的 PostObject 接口来实现 表单上传。操 作方式请参见微信小程序直传实践和支付宝小程序直传实践",1,使用表单上传方式，将文件上传到 OSS,使用 FTP 协议上传文件到 OSS,借助 form 的甫 ax 文件上传到 OSS,利用 OSSBrowser.js SDK 将文件上传到 OSS,通过支付宝小程序上传文件到 OSS
multiple,"对象存储服务(Object Storage Service,OSS)是一种海量、安全、低成本、高可靠的云 存储服务, 支持不同的存储类型，以下场景适合使用标准存储类型。","A,B,C",,1,社交类图片,分享类图片,大数据分析,企业数据的长期备份,档案数据
multiple,"Bucket 是用户用于存储对象(Object)的容器、所有的对象都必须隶属于某个存储空间。 存储空 间具有各种配置属性，包括地域、访问权限、存储类型等。用户可以根据实际需求, 创建不同类型的 存储空间来存储不同的数据。下面关于 Bucket 说法正确的是()。","A,B",,1,Bucket 名在整个 OSS 中具有全局唯一性，且不能修改,一个应用，例如图片分享网站，可以对应一个或多个 Bucket,Bucket 在整个 OSS 中通名称可以有多个，且不能修改,一个应用，例如图片分享网站，只能对应一个 Bucket,
